"topic","page","modul","replace modul="modul" if page=="page"","recode"
"v","vcc07","episodes","replace modul="episodes" if page=="vcc07""
"v","vcc08","episodes","replace modul="episodes" if page=="vcc08""
"v","vcc10","episodes","replace modul="episodes" if page=="vcc10""
"v","vcc20","episodes","replace modul="episodes" if page=="vcc20""
"v","vcc21","episodes","replace modul="episodes" if page=="vcc21""
"v","vcz06","episodes","replace modul="episodes" if page=="vcz06""
"v","vcz10","episodes","replace modul="episodes" if page=="vcz10""
"v","vca23","episodes","replace modul="episodes" if page=="vca23""
"v","vca24","episodes","replace modul="episodes" if page=="vca24""
"v","vca25","episodes","replace modul="episodes" if page=="vca25""
"v","vca29","episodes","replace modul="episodes" if page=="vca29""
